Year,b_1p0200,b_1p0203,b_1p0205,b_1p0208,b_1p0210,b_1p0212,b_1p0215,b_1p0217,b_1p0220,b_1p0223,b_1p0225,b_1p0228,b_1p0230,b_1p0232,b_1p0235,b_1p0237,b_1p0240,b_1p0243,b_1p0245,b_1p0248,b_1p0250,b_1p0252,b_1p0255,b_1p0257,b_1p0260,b_1p0263,b_1p0265,b_1p0268,b_1p0270,b_1p0272,b_1p0275,b_1p0277,b_1p0280,b_1p0283,b_1p0285,b_1p0288,b_1p0290,b_1p0292,b_1p0295,b_1p0297,b_1p0300
2009,1.02425797220743,1.02400194508065,1.02374628250966,1.02349098507453,1.02323605334627,1.02298148788663,1.02272728924804,1.02247345797343,1.0222199945962,1.02196689964,1.0217141736187,1.0214618170362,1.02120983038638,1.02095821415294,1.02070696880929,1.02045609481846,1.02020559263296,1.01995546269467,1.01970570543473,1.01945632127346,1.01920731062019,1.01895867387317,1.01871041141951,1.01846252363498,1.01821501088399,1.01796787351941,1.01772111188251,1.01747472630284,1.01722871709811,1.0169830845741,1.01673782902455,1.01649295073106,1.01624844996297,1.0160043269773,1.01576058201858,1.01551721531881,1.01527422709733,1.01503161756073,1.01478938690276,1.01454753530418,1.01430606293274
2010,1.02333115291009,1.02307511912266,1.02281944540493,1.02256413231262,1.02230918039185,1.02205459017904,1.02180036220074,1.02154649697353,1.02129299500387,1.02103985678801,1.02078708281179,1.02053467355058,1.02028262946912,1.02003095102142,1.01977963865057,1.01952869278869,1.01927811385676,1.0190279022645,1.01877805841026,1.01852858268087,1.01827947545154,1.01803073708571,1.01778236793497,1.01753436833888,1.0172867386249,1.01703947910821,1.01679259009167,1.01654607186562,1.01629992470778,1.01605414888317,1.01580874464395,1.01556371222929,1.01531905186531,1.01507476376487,1.01483084812756,1.01458730513949,1.01434413497322,1.01410133778762,1.01385891372779,1.01361686292489,1.01337518549607
2011,1.0223693199849,1.02211321840463,1.02185747168368,1.02160208034664,1.02134704490787,1.02109236587138,1.02083804373066,1.02058407896858,1.02033047205718,1.02007722345761,1.01982433361991,1.01957180298292,1.0193196319741,1.01906782100941,1.01881637049316,1.01856528081786,1.0183145523641,1.01806418550038,1.01781418058298,1.01756453795581,1.0173152579503,1.01706634088521,1.01681778706652,1.01656959678726,1.01632177032743,1.01607430795377,1.01582720991969,1.01558047646509,1.01533410781624,1.01508810418562,1.01484246577181,1.01459719275929,1.01435228531835,1.01410774360496,1.01386356776056,1.01361975791198,1.01337631417129,1.01313323663561,1.01289052538703,1.01264818049245,1.0124062020034
2012,1.02137505011277,1.02111881440102,1.02086292752582,1.02060738997203,1.02035220221349,1.02009736471283,1.01984287792137,1.0195887422789,1.01933495821354,1.01908152614158,1.01882844646731,1.01857571958286,1.01832334586803,1.01807132569014,1.01781965940383,1.01756834735094,1.01731738986031,1.01706678724765,1.01681653981533,1.01656664785224,1.01631711163362,1.01606793142089,1.0158191074615,1.01557063998871,1.01532252922149,1.0150747753643,1.01482737860694,1.01458033912438,1.0143336570766,1.01408733260837,1.01384136584916,1.01359575691287,1.01335050589775,1.01310561288616,1.01286107794442,1.01261690112263,1.01237308245451,1.01212962195718,1.01188651963103,1.0116437754595,1.01140138940893
2013,1.02035557435564,1.02009913291533,1.01984303343757,1.01958727635724,1.01933186209719,1.01907679106803,1.01882206366794,1.0185676802825,1.01831364128449,1.01805994703368,1.01780659787669,1.01755359414673,1.01730093616348,1.01704862423283,1.01679665864675,1.01654503968304,1.01629376760515,1.01604284266199,1.01579226508775,1.01554203510166,1.0152921529078,1.01504261869494,1.01479343263625,1.0145445948892,1.01429610559528,1.01404796487982,1.01380017285175,1.01355272960346,1.01330563521052,1.01305888973149,1.0128124932077,1.01256644566305,1.01232074710379,1.01207539751825,1.01183039687669,1.01158574513102,1.01134144221461,1.01109748804203,1.01085388250883,1.01061062549131,1.01036771684629
2014,1.0193228733614,1.01906615048224,1.01880976187832,1.01855370792335,1.01829798897771,1.01804260538823,1.01778755748795,1.01753284559594,1.01727847001704,1.01702443104165,1.01677072894552,1.01651736398948,1.01626433641926,1.01601164646521,1.01575929434211,1.01550728024889,1.01525560436845,1.01500426686736,1.01475326789564,1.01450260758655,1.01425228605628,1.01400230340376,1.01375265971036,1.01350335503968,1.01325438943728,1.01300576293038,1.01275747552766,1.01250952721895,1.012261917975,1.01201464774716,1.01176771646715,1.01152112404677,1.01127487037758,1.01102895533068,1.01078337875638,1.0105381404839,1.0102932403211,1.01004867805416,1.00980445344727,1.00956056624234,1.00931701615864
2015,1.01829069883823,1.01803361723802,1.0177768615107,1.01752043195735,1.01726432886419,1.01700855250227,1.01675310312725,1.01649798097912,1.0162431862819,1.01598871924345,1.01573458005511,1.0154807688915,1.01522728591017,1.01497413125141,1.01472130503785,1.01446880737429,1.01421663834733,1.0139647980251,1.01371328645696,1.01346210367322,1.01321124968478,1.01296072448289,1.01271052803878,1.01246066030336,1.01221112120691,1.01196191065875,1.01171302854687,1.01146447473764,1.01121624907545,1.01096835138236,1.01072078145774,1.01047353907791,1.01022662399581,1.00998003594057,1.00973377461717,1.00948783970604,1.0092422308627,1.00899694771728,1.00875198987422,1.00850735691175,1.00826304838154
2016,1.01727131328204,1.01701379684335,1.01675659727767,1.01649971480241,1.01624314961828,1.01598690190894,1.01573097184071,1.01547535956226,1.01522006520429,1.01496508887919,1.01471043068072,1.01445609068368,1.01420206894359,1.0139483654963,1.0136949803577,1.01344191352333,1.01318916496802,1.01293673464557,1.01268462248833,1.01243282840685,1.01218135228951,1.01193019400211,1.01167935338748,1.0114288302651,1.01117862443068,1.01092873565572,1.01067916368715,1.01042990824683,1.01018096903116,1.00993234571061,1.00968403792929,1.00943604530444,1.009188367426,1.0089410038561,1.00869395412857,1.00844721774846,1.00820079419147,1.00795468290347,1.00770888329994,1.00746339476542,1.00721821665293
2017,1.01627357973781,1.01601555541103,1.01575783845734,1.01550042899987,1.01524332714293,1.0149865329716,1.01473004655141,1.01447386792792,1.01421799712637,1.01396243415127,1.013707178986,1.01345223159242,1.01319759191046,1.0129432598577,1.01268923532895,1.01243551819583,1.01218210830629,1.01192900548422,1.01167620952895,1.01142372021482,1.01117153729068,1.01091966047943,1.01066808947751,1.01041682395441,1.01016586355216,1.0099152078848,1.00966485653786,1.00941480906779,1.00916506500142,1.00891562383539,1.00866648503558,1.00841764803647,1.00816911224056,1.00792087701776,1.0076729417047,1.00742530560413,1.00717796798419,1.00693092807775,1.00668418508171,1.00643773815623,1.00619158642402
2018,1.01530251448697,1.01504391315043,1.01478560923973,1.01452760277326,1.01426989374816,1.01401248213992,1.01375536790187,1.01349855096479,1.01324203123643,1.01298580860104,1.01272988291889,1.01247425402579,1.01221892173261,1.01196388582475,1.01170914606164,1.01145470217621,1.01120055387436,1.01094670083441,1.01069314270655,1.01043987911224,1.01018690964367,1.00993423386311,1.00968185130237,1.00942976146211,1.00917796381123,1.00892645778621,1.00867524279046,1.00842431819361,1.00817368333079,1.00792333750195,1.00767327997112,1.00742350996558,1.00717402667516,1.00692482925142,1.00667591680676,1.00642728841369,1.00617894310385,1.00593087986716,1.00568309765091,1.00543559535878,1.00518837184988
2019,1.01435981613901,1.01410057268338,1.01384161625956,1.01358294677028,1.0133245640943,1.01306646808592,1.01280865857442,1.01255113536354,1.0122938982309,1.01203694901043,1.01178028326121,1.01152390276108,1.0112678071776,1.01101199614935,1.01075646928524,1.01050122616395,1.01024626633321,1.00999158930917,1.0097371945757,1.00948308158372,1.00922924975043,1.00897569845863,1.00872242705594,1.00846943485401,1.00821672112777,1.00796428511458,1.00771212601342,1.00746024298399,1.00720863514589,1.00695730157764,1.00670624131582,1.00645545335403,1.00620493664198,1.00595469008441,1.00570471254007,1.00545500282062,1.00520555968954,1.00495638186095,1.00470746799844,1.00445881671381,1.00421042656587
2020,1.01344475071186,1.01318480366205,1.01292513275493,1.01266573776553,1.01240661844182,1.01214777450412,1.01188920564446,1.01163091152594,1.01137289178209,1.01111514790259,1.01085767568813,1.01060047656481,1.01034355004104,1.01008689559213,1.00983051265957,1.00957440065027,1.00931855893573,1.00906298685125,1.0088076836951,1.00855264872765,1.00829788117053,1.00804338020568,1.00778914497444,1.00753517457662,1.00728146806948,1.00702802446677,1.00677484273764,1.00652192180559,1.0062692605474,1.00601685779194,1.00576471579457,1.00551282634158,1.00526119157932,1.00500981013304,1.00475868057389,1.00450780141748,1.00425717112253,1.00400678808932,1.00375665065823,1.00350675354124,1.00325710207478
2021,1.01255508539819,1.01229437619259,1.0120339316572,1.01177375142539,1.01151383509997,1.01125418225245,1.01099479242232,1.01073566511627,1.01047679980745,1.01021819764417,1.009959854612,1.00970177178705,1.00944394850003,1.00918638404387,1.00892907767284,1.0086720286016,1.00841523600426,1.00815869901336,1.0079024167189,1.00764638816728,1.0073906123602,1.00713508825361,1.00687981475651,1.00662479072983,1.00637001498517,1.0061154862836,1.00586120333433,1.00560716479341,1.00535336926235,1.00509981528669,1.00484650450709,1.00459342905478,1.0043405904443,1.00408798698218,1.00383561691113,1.00358347840827,1.00333156958338,1.00307988847698,1.0028284330584,1.00257719798757,1.00232618754575
2022,1.01168800372981,1.01142647563225,1.01116520003343,1.01090417640856,1.0106434041982,1.01038288280748,1.01012261160514,1.00986258992272,1.00960281705354,1.00934329380206,1.00908401628291,1.00882498521835,1.00856619973922,1.00830765893314,1.00804936184341,1.00779130746791,1.00753349475789,1.00727592261681,1.0070185898991,1.00676149540886,1.00650463789857,1.00624801606774,1.00599162856146,1.00573547396903,1.00547955082241,1.00522385759466,1.0049683926984,1.00471315448411,1.00445814123843,1.00420335118238,1.00394878533084,1.00369443605202,1.00344030421395,1.00318638775616,1.00293268454263,1.00267919235964,1.00242590891342,1.00217283182781,1.00191995864176,1.00166728386887,1.00141481073523
2023,1.0108415703849,1.01057916705889,1.01031700325128,1.01005507825968,1.00979339134242,1.0095319417175,1.00927072856156,1.00900975100881,1.00874900814991,1.00848850043746,1.00822822405926,1.00796817937406,1.00770836528654,1.00744878065181,1.00718942427402,1.00693029490498,1.00667139124282,1.00641271193046,1.0061542555541,1.00589602064172,1.00563800566139,1.00538020901965,1.00512262905978,1.00486526405998,1.00460811223154,1.0043511717169,1.0040944405877,1.00383791684266,1.00358159840548,1.00332548312258,1.00306957135926,1.00281385560955,1.00255833606668,1.00230301024397,1.002047875565,1.00179292936075,1.00153816886668,1.00128359121967,1.00102919345484,1.00077496983372,1.00052092250489
2024,1.01001638704606,1.00975305118524,1.00948994100211,1.00922705559516,1.00896439401809,1.00870195527871,1.00843973833761,1.00817774210692,1.00791596544894,1.00765440845192,1.00739306732116,1.00713194203732,1.00687103124934,1.00661033354901,1.00634984746939,1.00608957148313,1.00582950400073,1.00556964336877,1.00530998786808,1.00505053571177,1.00479128504327,1.00453223393429,1.00427338038262,1.00401472231,1.00375625755973,1.00349798389432,1.003239898993,1.00298200044911,1.00272428576745,1.00246675236143,1.0022093999113,1.00195222092222,1.00169521487144,1.00143837877653,1.00118170954781,1.0009252039848,1.0006688587724,1.00041267047705,1.00015663554257,0.999900747860608,0.999645008458232
2025,1.00921577829447,1.0089514508014,1.00868733431827,1.00842342772198,1.00815972983844,1.00789623944116,1.00763295524975,1.00736987592835,1.00710700008406,1.0068443274255,1.00658185412115,1.00631957975619,1.00605750269247,1.00579562122593,1.00553393358467,1.00527243792692,1.0050111323389,1.00475001483264,1.00448908334374,1.00422833572898,1.00396776976387,1.00370738314012,1.00344717346297,1.00318713824846,1.00292727492052,1.00266758080806,1.00240805314176,1.00214868905089,1.00188948555993,1.00163043958499,1.00137155007699,1.00111280943568,1.00085421637144,1.00059576732856,1.00033745862282,1.00007928643693,0.99982124681573,0.999563335661093,0.999305548726691,0.999047879406871,0.998790327544805
