Time,n_RoW,psi_o_RoW,psi_y_RoW,n_y_RoW,n_m_RoW,n_o_RoW,mu_o_RoW,mu_m_RoW,mu_y_RoW,s_o_RoW,s_m_RoW,s_y_RoW,h_m_RoW,h_y_RoW,a_RoW,a_o_RoW,a_m_RoW,a_y_RoW,z_o_RoW,z_m_RoW,z_y_RoW,c_o_RoW,c_m_RoW,c_y_RoW,y_RoW,k_RoW,w_RoW,inv_RoW,b_RoW,gov_RoW,e_RoW,t_RoW,tilde_R_RoW,g_RoW,q_RoW,tilde_s_m_RoW,tilde_s_y_RoW,tilde_s_o_RoW,Omega_m_RoW,Omega_y_RoW,eta_o_RoW,eta_m_RoW,eta_y_RoW,walras_RoW,gamma_RoW,phi_RoW,alpha,delta,beta,sigma,b_y,g_y,repl,x,omega,nu,w_indiv_RoW,t_indiv_RoW,e_indiv_RoW,c_y_indiv_RoW,c_m_indiv_RoW,c_o_indiv_RoW,a_y_indiv_RoW,a_m_indiv_RoW,a_o_indiv_RoW
209,-0.00465425792896332,0.837171968100376,0.101376423817343,-0.00472471523653528,-0.00472471523653129,-0.00456154968961142,0.0231113617016467,0.0132371841006247,0.0118797861692149,6.69511331204839,8.40888239084384,0.865376613905846,2.60212586625274,0.267762413940562,3.56631698107221,3.0032623663331,0.627567628996554,-0.0645130142574393,9.71573338730807,11.6121687258336,1.08147368979299,0.224543828736024,0.153712415446137,0.0128476762040185,0.923445320746448,3.01224978862435,0.61870836490012,0.301480070173658,0.554067192447869,0.230861330186612,0.20718611980944,0.4385887891944,1.00117541833042,1.00032247078139,1.00085267258704,0.515849903035304,0.0522950183962424,0.431855078568454,1.05120787634537,1.04831557836542,0.842118741063272,0.175970793490117,-0.018089534553389,-3.49754321485507e-17,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19939610584317,0.850225592005944,0.479758442337268,0.245676865560519,0.297978955780897,0.519951807630371,-1.23363594154649,1.21657021801088,6.95432916127453
210,-0.00465636557878693,0.837305096211902,0.101376423817343,-0.00472471523653462,-0.0047247152365314,-0.00456644534198436,0.0231136941031463,0.0132386425523175,0.0118811305096001,6.69436811725255,8.4061924420599,0.865088335834434,2.60122315070345,0.267666978798254,3.56558186399923,3.0041873364966,0.62589429907025,-0.0644997715676115,9.71593247933004,11.606909822414,1.08110023608338,0.224571091455956,0.15365973046868,0.0128446930183022,0.923333907316056,3.0115815196096,0.618633717901757,0.301424915544104,0.554000344389633,0.230833476829014,0.207194065875063,0.438573918013476,1.00118609753455,1.00032035259332,1.00086546768641,0.515814479928047,0.052291427328308,0.431894092743645,1.05120646540428,1.04831409678663,0.842551777265054,0.175537772779738,-0.0180895500447916,-5.63824581347995e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19933375656312,0.850255150019547,0.479733502625249,0.24563668797292,0.297897279832305,0.519967962583947,-1.23346741259622,1.21340971109915,6.95584261736999
211,-0.0046584100402735,0.837434251090593,0.101376423817343,-0.00472471523653395,-0.0047247152365314,-0.00457119334917044,0.0231159618755418,0.0132400605956078,0.0118824376028451,6.69364231976061,8.40357933168822,0.864808293021885,2.60034676108496,0.26757431828435,3.56486769907507,3.00508992568867,0.624264686343441,-0.0644869129570406,9.71612814802969,11.6017974952099,1.08073749420661,0.224597648028726,0.153608502027531,0.012841795857414,0.923225722160515,3.01093226577877,0.618561233847545,0.301371345706714,0.553935433296309,0.230806430540129,0.207201745448317,0.438559447913304,1.00119648443792,1.00031829790953,1.0008779070924,0.515780118678935,0.052287943907755,0.431931937413311,1.05120509382125,1.04831265659695,0.842973759297818,0.175115807665292,-0.0180895669631094,6.6449694136629e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19927312326784,0.850283739196044,0.479709249307137,0.245597644460244,0.297817803487594,0.519983887678607,-1.23330366691807,1.21033103785072,6.95732282193604
212,-0.00466039321611209,0.837559551318309,0.101376423817342,-0.00472471523653339,-0.00472471523653151,-0.00457579820852771,0.0231181667612953,0.0132414393194055,0.0118837084525866,6.69293544660908,8.401040877618,0.864536251538981,2.59949592952565,0.26748435175488,3.56417389372148,3.00597061606526,0.622677704980079,-0.0644744273238615,9.7163204107684,11.5968277210221,1.08038515822248,0.224623515724551,0.15355869072072,0.0128389822524796,0.923120672097536,3.01030149046296,0.618490850305349,0.3013193153754,0.553872403258522,0.230780168024384,0.207209167630491,0.438545368482996,1.00120658678904,1.00031630481781,1.0008900004598,0.515746787322381,0.0522845648940265,0.431968647783593,1.05120376052406,1.04831125666644,0.843384948574051,0.174704636627569,-0.0180895852016202,8.49519339885867e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19921415994928,0.850311391680802,0.479685663979712,0.245559703489976,0.297740469733134,0.519999580703557,-1.2331445705734,1.20733220310078,6.95877034476629
213,-0.00466231695121172,0.837681111937813,0.101376423817342,-0.00472471523653306,-0.00472471523653151,-0.00458026427778702,0.0231203104578343,0.0132427797845167,0.0118849440365663,6.69224703497161,8.39857495966929,0.864271984100161,2.59866991068774,0.267397000923901,3.56349987202492,3.00682988169041,0.621132294221758,-0.0644623038872499,9.71650928688194,11.5919965856877,1.08004293094221,0.224648711424531,0.153510258186367,0.0128362498053929,0.923018666630409,3.00968867204667,0.618422506642374,0.301268780556516,0.553811199978245,0.230754666657602,0.207216341204621,0.438531669564875,1.00121641214147,1.00031437146403,1.00090175719071,0.51571445486302,0.0522812871449231,0.432004257992057,1.05120246446874,1.04830989589501,0.843785601143242,0.174304003515737,-0.018089604658979,-6.09880158118024e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19915682178549,0.850338138537061,0.479662728714195,0.245522834390266,0.297665222951995,0.520015039825513,-1.23298999331369,1.20441125581159,6.96018575295083
214,-0.00466418303448472,0.837799044558398,0.101376423817342,-0.00472471523653273,-0.00472471523653151,-0.00458459577954229,0.0231223946186312,0.013244083024315,0.0118861453072489,6.69157663201146,8.39617951781637,0.864015269872628,2.59786798109482,0.267312189793313,3.56284507426951,3.0076681885817,0.619627417865874,-0.0644505321780567,9.71669479757474,11.5873002811289,1.07971052367466,0.224673251628603,0.153463167075828,0.012833596186775,0.922919617870456,3.00909330354724,0.618356143973205,0.301219698511635,0.553751770722273,0.230729904467614,0.207223274647026,0.438518341249166,1.00122596785825,1.00031249605034,1.00091318644075,0.515683091245788,0.0522781076135702,0.432038801140642,1.0512012046388,1.04830857321164,0.84417596776878,0.173913657470194,-0.0180896252389739,1.15196917108782e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19910106511226,0.850364009783203,0.479640426044902,0.245487007327015,0.297592008892692,0.520030263567613,-1.23283980848088,1.20156628825851,6.9615696105096
215,-0.00466599320057331,0.837913457458353,0.101376423817342,-0.00472471523653251,-0.00472471523653162,-0.00458879680558677,0.0231244208542602,0.0132453500453991,0.0118873131924279,6.6909237947319,8.3938525504637,0.863765894291114,2.59708943847994,0.267229844584837,3.56220895648287,3.0084859947593,0.618162063753294,-0.0644391020297209,9.71687696581612,11.5827351024839,1.07938765598022,0.224697152463323,0.153417381027532,0.0128310191339924,0.922823440461726,3.00851489220583,0.618291705109357,0.301172027721448,0.553694064277036,0.230705860115432,0.2072299761384,0.438505373868747,1.00123526111619,1.00031067683342,1.00092429712506,0.515652667326963,0.0522750233454811,0.432072309327557,1.05119998004459,1.04830728757368,0.844556294005199,0.173533352845093,-0.0180896468502923,-2.27114004353797e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19904684739527,0.850389034428676,0.479618738958108,0.245452193281547,0.29752077463851,0.52004525078921,-1.23269389291036,1.19879543522526,6.9629224780488
216,-0.00466774913152136,0.838024455684385,0.101376423817342,-0.0047247152365324,-0.00472471523653162,-0.00459287132110242,0.0231263907334343,0.0132465818282374,0.0118884485958185,6.69028808982469,8.39159211277259,0.863523648878127,2.59633360115392,0.267149893674091,3.56159098999456,3.00928375029866,0.616735243265356,-0.064428003569454,9.71705581623836,11.578297445317,1.079074055432,0.224720429689482,0.153372864641493,0.0128285164492342,0.922730051507876,3.00795295908984,0.618229134510277,0.301125727850698,0.553638030904726,0.230682512876969,0.207236453574481,0.438492757993959,1.0012442989102,1.00030891212282,1.00093509792429,0.51562315484611,0.0522720314757142,0.432104813678176,1.05119878972263,1.04830603796612,0.844926820275693,0.173162849130607,-0.0180896694062994,-3.79331531190378e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19899412720282,0.850413240508621,0.479597650881129,0.245418364028847,0.297451468577411,0.520060000666527,-1.23255212683646,1.19609687320854,6.96424491243905
217,-0.00466945245839323,0.838132141148061,0.101376423817342,-0.00472471523653217,-0.00472471523653162,-0.00459682316870669,0.0231283057840193,0.0132477793277993,0.0118895523976394,6.6896690935172,8.38939631503731,0.863288331069516,2.59559980739301,0.26707226752669,3.5609906610069,3.01006189738654,0.615345990830052,-0.0644172272096875,9.71723137503701,11.5739838029065,1.07876945738416,0.224743098709579,0.153329583454469,0.0128260859976447,0.922639370501158,3.00740703870621,0.618168378235776,0.301080759714176,0.553583622300695,0.23065984262529,0.20724271457631,0.438480484427481,1.0012530880574,1.00030720027931,1.00094559729034,0.515594526398928,0.0522691292261194,0.432136344374953,1.05119763273491,1.04830482340091,0.845287781949818,0.172801910875009,-0.0180896928248262,6.73011255970804e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19894286417906,0.850436655117278,0.479577145671624,0.245385492116356,0.29738404037252,0.520074512674118,-1.23241439380049,1.19346881963201,6.96553746651493
218,-0.00467110476284126,0.83823661271938,0.101376423817342,-0.00472471523653217,-0.00472471523653162,-0.00460065607236215,0.023130167494028,0.013248943474174,0.0118906254551822,6.68906639141824,8.38726332110854,0.863059744045144,2.59488741484531,0.2669968986363,3.56040747017766,3.01082087038021,0.613993363437221,-0.0644067636397738,9.71740366987348,11.5697907636063,1.07847360474718,0.224765174575133,0.153287503915752,0.0128237257055114,0.922551319253474,3.00687667862558,0.618109383899828,0.301037085243709,0.553530791552085,0.230637829813369,0.207248766500102,0.438468544199273,1.0012616352013,1.00030553971334,1.00095580345205,0.515566755410941,0.0522663139026714,0.432166930686388,1.05119650816831,1.04830364291624,0.845639409421298,0.172450307606669,-0.0180897170279676,8.13056467885978e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19889301901779,0.850459304440186,0.479557207607115,0.245353550843308,0.297318440933166,0.520088786567149,-1.23228058056112,1.19090953206986,6.96680068879468
219,-0.00467270757862391,0.838337966317547,0.101376423817342,-0.00472471523653206,-0.00472471523653162,-0.00460437364115518,0.0231319773125936,0.0132500751731757,0.0118916686033688,6.68847957836312,8.38519134686345,0.862837696564577,2.59419579995548,0.266923721464595,3.55984093221446,3.01156109586979,0.612676440162613,-0.0643966038179347,9.71757272978003,11.565715008281,1.07818624776974,0.224786671993858,0.153246593363589,0.0128214335585058,0.922465821829424,3.00636143911681,0.618052100625714,0.300994667456114,0.553479493097654,0.230616455457356,0.20725461644674,0.438456928561583,1.00126994681581,1.00030392888348,1.00096572442078,0.515539816112031,0.0522635828928877,0.432196600995082,1.05119541513392,1.04830249557592,0.845981928185873,0.172107813756017,-0.0180897419418899,4.48549986776858e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19884455343679,0.850481213785246,0.479537821374717,0.24532251424061,0.297254622386504,0.520102822364437,-1.23215057700719,1.18841730748004,6.96803512321943
220,-0.00467426239307588,0.838436294999041,0.101376423817342,-0.00472471523653195,-0.00472471523653162,-0.00460797937294632,0.0231337366509216,0.0132511753069366,0.0118926826552978,6.68790825825832,8.38317865872048,0.862622002807604,2.59352435740694,0.266852672383044,3.5592905754805,3.01228299274328,0.611394321700667,-0.0643867389634486,9.71773858506739,11.5617533078118,1.07790714382718,0.224807605336696,0.153206820002196,0.0128192075999756,0.922382804481295,3.00586089279172,0.617996479002467,0.300953470422103,0.553429682688777,0.230595701120324,0.207260271270913,0.438445628984034,1.0012780292092,1.00030236629496,1.00097536799584,0.515513683511762,0.0522609336633275,0.43222538282491,1.05119435276647,1.0483013804687,0.846315558919105,0.171774208577542,-0.0180897674966473,-2.39386798558572e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19879743015273,0.850502407612679,0.479518972061091,0.24529235705123,0.297192538049673,0.520116620332229,-1.23202427607278,1.18599048144707,6.96924130891111
221,-0.00467577064853196,0.838531689043053,0.101376423817342,-0.00472471523653195,-0.00472471523653162,-0.00461147665789974,0.023135446883223,0.0132522447344881,0.0118936684027793,6.68735204392547,8.38122357219729,0.862412482219386,2.59287249958117,0.266783689616474,3.55875594161127,3.01298697225448,0.610146129905859,-0.0643771605490683,9.71790126723476,11.5579025206699,1.07763605721608,0.224827988644717,0.153168152879361,0.0128170459292868,0.922302195585936,3.00537462425971,0.617942471042577,0.300913459236087,0.553381317351562,0.230575548896484,0.207265737589908,0.438434637148783,1.00128588852805,1.00030085049823,1.00098474176977,0.515488333375492,0.0522583637571691,0.43225330286734,1.05119332022369,1.04830029670767,0.846640517554096,0.171449276071909,-0.0180897936260058,6.11992133797806e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.1987516128565,0.850522909563927,0.479500645142598,0.245263054711094,0.297132142402513,0.520130180968722,-1.23190157365455,1.18362742743475,6.97041977994828
222,-0.00467723374370621,0.838624236034376,0.101376423817342,-0.00472471523653184,-0.00472471523653162,-0.00461486878189388,0.0231371093476251,0.0132532842923277,0.0118946266168571,6.68681055694587,8.37932445051155,0.862208959360235,2.59223965603353,0.266716713188364,3.55823658514209,3.01367343809327,0.608931007342488,-0.0643678602936653,9.71806080888295,11.554159590557,1.07737275895515,0.224847835635883,0.153130561864616,0.0128149467002144,0.922223925583466,3.00490222979201,0.617890030140922,0.300874599986887,0.55333435535008,0.230555981395866,0.207271021792076,0.438423944945749,1.00129353076101,1.00029938008758,1.0009938531336,0.515463742201219,0.0522558707918638,0.432280387006918,1.05119231668577,1.04829924342959,0.846957015359035,0.171132804908241,-0.0180898202672761,-6.58159891306476e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19870706618919,0.850542742489545,0.479482826475675,0.245234583330486,0.29707339106082,0.520143504989238,-1.23178236853126,1.1813265560486,6.97157106515924
223,-0.00467865303502769,0.838714020943818,0.101376423817342,-0.00472471523653184,-0.00472471523653162,-0.00461815892981854,0.0231387253470655,0.0132542947949758,0.0118955580483216,6.68628342750462,8.37747970322171,0.86201126375968,2.59162527298497,0.266651684867782,3.55773207314599,3.01434278645833,0.607748116842746,-0.0643588301550895,9.71821724362967,11.5505215441104,1.07711702659175,0.224867159711692,0.153094017627974,0.0128129081193798,0.922147926917753,3.00444331699534,0.617839111034894,0.300836859729267,0.553288756150652,0.230536981729438,0.207276130044972,0.438413544467924,1.00130096174261,1.0002979536998,1.00100270928187,0.51543988719717,0.0522534524568632,0.432306660345967,1.05119134135475,1.04829821979432,0.847265259014529,0.170824588346624,-0.0180898473611534,1.10510136401899e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19866375571853,0.850561928476092,0.479465502287411,0.245206919675924,0.297016240750129,0.520156593312107,-1.23166656228542,1.1790863143082,6.97269568793137
224,-0.00468002983793446,0.838801126206217,0.101376423817342,-0.00472471523653184,-0.00472471523653162,-0.00462135018876342,0.0231402961501634,0.0132552770355187,0.0118964634282099,6.6857702942356,8.37568778490824,0.861819229774914,2.59102881282933,0.266588548117954,3.55724198488184,3.01499540613212,0.606596641072958,-0.0643500623232409,9.71837060602821,11.5469854886708,1.07686864401436,0.224885973963697,0.153058491619198,0.0128109284447334,0.922074133978626,3.00399750449466,0.61778966976568,0.300800206456342,0.553244480387176,0.230518533494657,0.207281068303208,0.438403428006767,1.00130818715688,1.00029657001288,1.00101131721765,0.515416746260082,0.0522511065114174,0.432332147228501,1.05119039345401,1.04829722498421,0.847565450690663,0.170524424160902,-0.0180898748515641,-1.44586284075054e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19862164791584,0.850580488872099,0.479448659166336,0.245180041152509,0.296960649280036,0.520169447045161,-1.23155405922705,1.17690518492945,6.97379416603642
225,-0.00468136542812695,0.83888563179613,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00462444555109964,0.0231418229920748,0.0132562317861412,0.0118973434682962,6.68527080406668,8.37394719389256,0.861632696453265,2.59044975365542,0.266527248046383,3.55676591145227,3.01563167855777,0.605475782107841,-0.0643415492133456,9.71852093148836,11.5435486101104,1.07662740127038,0.224904291179897,0.153023956047601,0.0128090059840827,0.922002483045761,3.00356442162481,0.61774166364066,0.30076460907274,0.553201489827457,0.23050062076144,0.207285842315995,0.438393588047659,1.00131521254104,1.00029522774473,1.00101968375737,0.51539429795416,0.0522488307824422,0.432356871263398,1.05118947222765,1.04829625820356,0.847857788123722,0.170232114561798,-0.0180899026855201,6.74908086212562e-17,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19858071013351,0.850598444313117,0.479432284053405,0.245153925786738,0.296906575519024,0.520182067472872,-1.23144476631938,1.17478168561673,6.97486701147073
226,-0.00468266104278218,0.838967615301257,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00462744791746117,0.0231433070753261,0.0132571597986459,0.0118981988615704,6.68478461206584,8.37225647099359,0.861451507398747,2.58988758878379,0.266467731356474,3.55630345547128,3.01625197791804,0.604384761012668,-0.06433328345943,9.71866825620048,11.540208170721,1.07639309438945,0.224922123851024,0.152990383862366,0.0128071390936613,0.921932912234194,3.00314370813076,0.61769505119691,0.300730037368594,0.553159747340516,0.230483228058548,0.207290457634424,0.43838401726546,1.00132204328893,1.000293925652,1.00102781553557,0.515372521490699,0.0522466231624532,0.432380855346848,1.05118857694006,1.04829531867799,0.84814246469255,0.169947466120428,-0.0180899308129782,1.01340980321163e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19854091058298,0.850615814745899,0.479416364233193,0.245128552209764,0.296853979369809,0.520194456044071,-1.23133859310668,1.17271436836505,6.97591473030983
227,-0.00468391788173015,0.839047151993681,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00463036009962625,0.0231447495706306,0.0132580618049627,0.0118990302827071,6.6843113812882,8.3706141983204,0.861275510642471,2.58934182631743,0.266409946300637,3.55585423074111,3.01685667121589,0.603322817433212,-0.0643252579079864,9.71881261706232,11.5369615071588,1.07616552521186,0.224939484176702,0.15295774873336,0.0128053261767413,0.92186536144141,3.00273501387627,0.617649792165745,0.300696461994255,0.553119216864846,0.230466340360352,0.207294919618463,0.438374708520123,1.00132868465455,1.00029266252886,1.00103571900955,0.515351396708339,0.0522444816075636,0.432404121684097,1.0511877068753,1.04829440565396,0.84841966949447,0.169670289692237,-0.0180899591867073,-6.41196605414113e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19850221831319,0.850632619451731,0.479400887325276,0.245103899641094,0.296802821745191,0.52020661436025,-1.23123545164383,1.17070181877213,6.97693782257682
228,-0.00468513710859338,0.839124314898973,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00463318482330588,0.0231461516176862,0.0132589385176451,0.011899838388523,6.68385078262395,8.36901899809976,0.861104558516819,2.58881198870604,0.266353842634788,3.55541786193827,3.01744611835676,0.602289209193333,-0.0643174656118257,9.71895405160851,11.5338060284457,1.07594450122207,0.224956384071504,0.152926025032438,0.0128035656822846,0.921799772295978,3.00233799856068,0.617605847438305,0.300663854435755,0.553079863377587,0.230449943073994,0.207299233443707,0.438365654852408,1.00133514175544,1.00029143720586,1.00104340046386,0.515330904053931,0.0522424041355452,0.432426691810524,1.05118686133668,1.04829351839819,0.848689587420752,0.169400400341407,-0.0180899877621595,1.28058906713215e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19846460318955,0.850648877068958,0.479385841275819,0.245079947872713,0.296753064544396,0.520218544164413,-1.23113525642792,1.16874265536053,6.97793678212378
229,-0.00468631985189113,0.839199174863245,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00463592473083974,0.0231475143259553,0.0132597906303572,0.0119006238184252,6.68340249464751,8.3674695315376,0.860938507533269,2.58829761232353,0.266299371574233,3.55499398430829,3.01802067223229,0.601283211900109,-0.0643098998241102,9.71909259794283,11.530739214024,1.07572983538703,0.224972835170895,0.152895187815224,0.0128018561036347,0.92173608810766,3.0019523314437,0.617563179032132,0.300632186990992,0.553041652864596,0.230434022026915,0.207303404107875,0.438356849479661,1.00134141957596,1.00029024854885,1.00105086601477,0.515311024564005,0.0522403888239492,0.432448586612046,1.0511860396462,1.04829265619715,0.848952399231562,0.169137617265786,-0.0180900164973483,-6.78303292387836e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19842803587337,0.850664605614729,0.479371214349346,0.24505667725363,0.29670467062991,0.520230247330464,-1.2310379243316,1.16683552890964,6.9789120965258
230,-0.00468746720610917,0.839271800618193,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00463858238380499,0.0231488387754263,0.0132606188183479,0.0119013871948487,6.68296620346799,8.36596449771359,0.860777218263776,2.5877982470582,0.266246485750871,3.5545822433692,3.01858067880539,0.600304118556373,-0.0643025539925613,9.71922829467338,11.5277586118645,1.07552134599933,0.224988848837069,0.152865212803356,0.0128001959772446,0.921674253818978,3.00157769107782,0.617521750058715,0.300601432746562,0.553004552291387,0.230418563454744,0.20730743643707,0.43834828579168,1.00134752297059,1.00028909545786,1.00105812161457,0.515291739846805,0.0522384338082851,0.43246982634491,1.05118524114411,1.04829181835655,0.849208281630372,0.16888176372236,-0.0180900453527312,1.56138869206444e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19839248780177,0.850679822505983,0.479356995120708,0.245034068674825,0.296657603804794,0.520241725853106,-1.23094337453821,1.16497912179776,6.97986424698672
231,-0.00468858023273631,0.839342258844202,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00464116026553918,0.0231501260173587,0.0132614237389157,0.0119021291236838,6.68254160258092,8.36450263250745,0.860620555225562,2.58731345591534,0.266195139171695,3.55418229462321,3.01912647719649,0.599351239180556,-0.0642954217538376,9.71936118085028,11.5248618366252,1.07531885652486,0.225004436164682,0.152836076367179,0.0127985838814438,0.921614215958178,3.0012137650483,0.617481524691979,0.300571565555329,0.552968529574907,0.230403553989545,0.207311335091811,0.438339957346657,1.00135345666707,1.0002879768661,1.00106517305577,0.515273032064894,0.0522365372802574,0.432490430654849,1.05118446518841,1.04829100420084,0.849457407337785,0.168632666953313,-0.0180900742910978,-3.79234329335537e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19835793116806,0.850694544579722,0.479343172467224,0.245012103554593,0.296611828790472,0.520252981838221,-1.23085152847866,1.16317214735405,6.98079370825644
232,-0.00468965996126886,0.839410614231571,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00464366078358169,0.0231513770750101,0.0132622060318622,0.0119028501946942,6.68212839272154,8.36308270755636,0.860468386769262,2.58684281463169,0.266145287178527,3.55379380327653,3.01965839977089,0.598423900433714,-0.0642884969280768,9.71949129590607,11.5220465678602,1.07512219545495,0.225019607986478,0.152807755508882,0.0127970184352388,0.921555922593562,3.00086024972039,0.617442468137687,0.300542560014573,0.552933553556137,0.230388980648391,0.207315104572845,0.438331857867203,1.00135922526957,1.00028689173892,1.00107202597525,0.515254883918283,0.0522346974860551,0.432510418595663,1.05118371115442,1.04829021307271,0.849699945164749,0.168390158112713,-0.0180901032774621,-2.88903442323795e-17,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19832433890255,0.850708788112566,0.479329735561021,0.244990763824279,0.296567311204985,0.52026401749374,-1.23076230977005,1.16141334922043,6.98170094855878
233,-0.00469070739018382,0.839476929539902,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00464608627203578,0.0231525929443468,0.0132629663199352,0.0119035509819255,6.68172628171957,8.36170352924233,0.860320584970274,2.58638591130155,0.266096886408965,3.55341644396717,3.02017677222713,0.59752144525363,-0.0642817735135983,9.71961867959878,11.5193105482763,1.07493119616279,0.225034374878825,0.152780227846059,0.01279549829715,0.921499323289136,3.00051684999368,0.617404546603721,0.300514391444816,0.552899593973481,0.230374830822284,0.207318749226747,0.438323981236447,1.00136483326166,1.00028583907287,1.00107868585823,0.515237278628096,0.0522329127246956,0.432529808647209,1.0511829784343,1.04828944433264,0.849936060085121,0.168154072193839,-0.0180901322789603,1.51677605487413e-15,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19829168465384,0.850722568839656,0.479316673861536,0.244970031914385,0.296524017541708,0.520274835120954,-1.2306756441558,1.15970150072338,6.98258642952983
234,-0.00469172348788202,0.839541265655729,0.101376423817342,-0.00472471523653173,-0.00472471523653162,-0.00464843899385403,0.0231537745947382,0.0132637052092618,0.0119042320441039,6.68133498435558,8.3603639377088,0.860177025523263,2.58594234601411,0.266049894758495,3.55304990050023,3.02068191368611,0.596643232495884,-0.064275245681759,9.71974337195751,11.5166515820375,1.07474569676408,0.225048747167132,0.152753471595696,0.0127940221640812,0.921444369061545,3.00018327906331,0.617367727271236,0.300487035869249,0.552866621436927,0.230361092265386,0.207322273251318,0.438316321494216,1.00137028500936,1.00028481789468,1.00108515804225,0.515220199920732,0.0522311813464196,0.432548618732849,1.05118226643663,1.04828869735843,0.850165913307558,0.167924247957194,-0.0180901612647517,4.27257908093293e-16,0.965571111871347,0.0197963100292335,0.67,0.1,1.025,0.5,0.6,0.25,0.4,0.005,0.975,0.8,1.19825994277053,0.85073590197289,0.479303977108211,0.244949890741045,0.296481915148509,0.520285437106267,-1.23059145944753,1.15803540425566,6.98345060616584
